year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,76f8c2ca147e,what are the differences between nis and nis,What are the differences between NIS and NIS+?,Operating Systems,4th-year.pdf,1,6637
4th Year,01ba6218c692,what are the differences between no coupling loose coupling semitight coupling and tight coupling,"what are the differences between no coupling, loose coupling, semitight coupling, and tight coupling?",General Computer Science,4th-year.pdf,1,5519
4th Year,068db81c1f8f,what are the differences in centralized and distributed algorithms,(b) What are the differences in centralized and distributed algorithms?,Distributed Systems,4th-year.pdf,1,2498
4th Year,c1efa1709505,what are the differences in centralized distributed,"What are the differences in Centralized, Distributed",Distributed Systems,4th-year.pdf,1,2864
4th Year,5975d945f101,what are the different components of a data warehouse,(a) What are the different components of a data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4680
4th Year,ba785824d6c0,what are the different layers of unix architecture,(a) What are the different layers of Unix Architecture?,Operating Systems,4th-year.pdf,1,4263
4th Year,1ca97b1f6dc2,what are the different types of permissions,What are the different types of permissions?,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6662
4th Year,5308cb6dfede,what are the dimensions of quality,What are the dimensions of Quality?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3982
4th Year,7e0f077eca72,what are the disadvantages of disadvantages of distributed systems,What are the Disadvantages of Disadvantages of Distributed Systems?,Distributed Systems,4th-year.pdf,1,5089
4th Year,e5c487718540,what are the effects of steepness of activation function and learning constant in,What are the effects of steepness of activation function and learning constant in,General Computer Science,4th-year.pdf,1,5986
4th Year,03b08120fe81,what are the entities that constitute kerberos environment,What are the entities that constitute Kerberos environment?,MB2) HOSTI,4th-year.pdf,1,2279
4th Year,85ce03606700,what are the essential differences in the lock based protocols and time stamp,What are the essential differences in the Lock-based protocols and Time stamp-,General Computer Science,4th-year.pdf,1,2901
4th Year,6e325d463dd6,what are the events and notification of distributed objects,(b) What are the events and notification of distributed objects?,Distributed Systems,4th-year.pdf,1,2515
4th Year,aacec0c73b75,what are the five principal services provided by,What are the five principal services provided by,Cryptography and Network Security,4th-year.pdf,1,2017
4th Year,f1bb6791849e,what are the four common questions for the first level of memory hierarchy,(A) What are the four common questions for the first level of memory hierarchy?,S1 X,4th-year.pdf,1,3227
4th Year,e95c4e9d5a7e,what are the fundamental requirements for cloud application architecture,(b) What are the fundamental requirements for cloud application architecture?,Cloud Computing,4th-year.pdf,1,7072
4th Year,4f56297a129f,what are the goals of a data warehouse,What are the goals of a data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4658
4th Year,2911d165f818,what are the hardware and software requirements of multimedia computer,What are the hardware and software requirements of multimedia computer?,5X4 20,4th-year.pdf,1,3784
4th Year,ffdd81f60845,what are the important factors that influence purchases,What are the important factors that influence purchases?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4039
4th Year,a4063f8ca73f,what are the issues associated with implementations of the standards for quality,What are the issues associated with implementations of the standards for quality,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5672
4th Year,47f2e09a4088,what are the main features of nfs,What are the main features of NFS ?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4275
4th Year,a375e4501598,what are the main features of nfs and nfs daemons,What are the main features of NFS and NFS Daemons?,HOBT,4th-year.pdf,1,6625
4th Year,497eeb367d87,what are the main objectives of,What are the main objectives of,General Computer Science,4th-year.pdf,1,4591
4th Year,8c355772e207,what are the messages exchange between sta and ap in wlan,What are the messages exchange between STA and AP in WLAN?,10X2,4th-year.pdf,1,1174
4th Year,5a3263f3de89,what are the methods used for safe and secure online transactions,What are the methods used for safe and secure online transactions?,General Computer Science,4th-year.pdf,1,2061
4th Year,588f742de570,what are the networking issues for distributed systems,What are the networking issues for distributed systems?,Distributed Systems,4th-year.pdf,1,5105
4th Year,01f96ed8c153,what are the objectives of set,(c) What are the objectives of SET?,BCST-802/BITT-802,4th-year.pdf,1,7138
4th Year,98da91c867d9,what are the objectives of using a firewall,What are the objectives of using a firewall?,Cryptography and Network Security,4th-year.pdf,1,2066
4th Year,44749c474268,what are the principal design parameters of a fuzzy logic controller,What are the principal design parameters of a Fuzzy Logic Controller?,Soft Computing,4th-year.pdf,1,6176
4th Year,e94aeb0ea392,what are the principles of security explain each in detail,"What are the principles of security, Explain each in detail.",Cryptography and Network Security,4th-year.pdf,1,2196
4th Year,f1172ab4a994,what are the problems and solution in message authentication,What are the problems and solution in message authentication?,MB2) HOSTI,4th-year.pdf,1,2262
4th Year,208478d64881,what are the properties of digital signature,What are the properties of digital signature?,Cryptography and Network Security,4th-year.pdf,1,2273
4th Year,eec8e3049412,what are the quality control charts,What are the Quality Control Charts?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4017
4th Year,565beee58f97,what are the quality manuals,What are the quality manuals?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5668
4th Year,fa5f21b8b4c2,what are the requirements for security and fault tolerance in agent system,What are the requirements for security and fault tolerance in agent system?,Artificial Intelligence,4th-year.pdf,1,3712
4th Year,5f8ee9c4c7b5,what are the research challenges to data mining,(b) What are the research challenges to data mining?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,3318
4th Year,b452d68f3608,what are the silent features of mips pipeline,What are the silent features of MIPS pipeline?,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,645
4th Year,1ef800e8bccb,what are the stages of quality assurance systems,What are the stages of quality assurance systems?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5660
4th Year,bb37b5100a74,what are the steps that contain the core technique of bench marking,What are the steps that contain the core technique of Bench Marking?,General Computer Science,4th-year.pdf,1,4133
4th Year,665f2a0f1663,what are the systems that are used to detect intrusion,What are the systems that are used to detect intrusion,General Computer Science,4th-year.pdf,1,2076
4th Year,f6265abd13c6,what are the three basic components of a switched network,(B) What are the three basic components of a switched network?,Computer Networks,4th-year.pdf,1,1128
4th Year,420b5bf7e4f6,what are the two main factors that threaten the atomicity of transaction,What are the two main factors that threaten the atomicity of transaction?,Database Management System,4th-year.pdf,1,2528
4th Year,1a868c94a93b,what are the two requirements of a good mutual exclusion algorithm,What are the Two requirements of a good Mutual Exclusion algorithm?,Distributed Systems,4th-year.pdf,1,2842
4th Year,c07e2495995f,what are the two security services provided by ipsec,(ii) What are the two security services provided by IPSec?,Cryptography and Network Security,4th-year.pdf,1,2015
4th Year,c24c2245d6a6,what are the types of attacks addressed by message authentication,(a) What are the types of attacks addressed by message authentication?,General Computer Science,4th-year.pdf,1,7148
4th Year,0f2292f95148,what are the various step involved in logging into unix,What are the various step involved in logging into UNIX?,Operating Systems,4th-year.pdf,1,4196
4th Year,e326d570b563,what are the various tags used during table,What are the various tags used during table?,[4X5 = 20],4th-year.pdf,1,7409
4th Year,1cf64a7a0f12,what are they being used for,What are they being used for?,General Computer Science,4th-year.pdf,1,6826
4th Year,9de830ab9f96,what are two,What are two,General Computer Science,4th-year.pdf,1,7148
4th Year,eaddadd8ac51,what are various operators used in php,What are various operators used in PHP?,[4X5 = 20],4th-year.pdf,1,7401
4th Year,a1967c6a51c3,what are vector clocks,What are Vector Clocks?,General Computer Science,4th-year.pdf,1,2448
4th Year,f42842a3d511,what are wave and traversal algorithms,What are wave and traversal Algorithms?,General Computer Science,4th-year.pdf,1,2360
4th Year,aa5c69e039d7,what are widgets,What are widgets?,Web Technology,4th-year.pdf,1,7219
4th Year,35fb9c31e6cb,what basic arithmetical and logical function are used in sha,(ii) What basic arithmetical and logical function are used in SHA?,Cryptography and Network Security,4th-year.pdf,1,1991
4th Year,8be4c591c356,what can be the impact of computer network attack,(C) What can be the impact of computer network attack?,Computer Networks,4th-year.pdf,1,1130
4th Year,2d3e340523f0,what could be the impact of absence of global clock and shared memory,What could be the impact of absence of global clock and shared memory,General Computer Science,4th-year.pdf,1,4906
4th Year,f86f2dec5c51,what different types of firewall exist,What different types of firewall exist?,Cryptography and Network Security,4th-year.pdf,1,6527
4th Year,6dcbc9bef37c,what do mean by ip accounting,What do mean by IP accounting?,Computer Networks,4th-year.pdf,1,4244
4th Year,6b311eb5a331,what do you mean by auditing,What do you mean by auditing?,General Computer Science,4th-year.pdf,1,5709
4th Year,7d3428c58d4a,what do you mean by byzantine agreement problem,What do you mean by Byzantine Agreement Problem?,General Computer Science,4th-year.pdf,1,2506
4th Year,c21726143063,what do you mean by casual ordering of message,What do you mean by casual ordering of message?,General Computer Science,4th-year.pdf,1,4987
4th Year,4552cf2875cc,what do you mean by cloud computing,What do you mean by cloud computing?,Cloud Computing,4th-year.pdf,1,5028
4th Year,5c29f68112e4,what do you mean by concept hierarchy,What do you mean by concept hierarchy?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4338
4th Year,a6b1e03f660e,what do you mean by d problem solving processes,What do you mean by 8 - D problem solving processes.,General Computer Science,4th-year.pdf,1,4088
4th Year,86af471d0fb8,what do you mean by distributed file system,(c) What do you mean by Distributed File System?,Distributed Systems,4th-year.pdf,1,2518
4th Year,364ffb03cf1e,what do you mean by distributed mutual exclusion,What do you mean by Distributed Mutual Exclusion?,Distributed Systems,4th-year.pdf,1,2480
4th Year,d06fed8ecc5a,what do you mean by distributed object model,What do you mean by Distributed object model?,Distributed Systems,4th-year.pdf,1,2888
4th Year,65916961cc5e,what do you mean by distributed objects,(a) What do you mean by distributed objects?,Distributed Systems,4th-year.pdf,1,4967
4th Year,b279d1a6c965,what do you mean by firewall,What do you mean by firewall?,Cryptography and Network Security,4th-year.pdf,1,6527
4th Year,13175d7963be,what do you mean by global state of distributed system,What do you mean by global state of distributed system?,Distributed Systems,4th-year.pdf,1,4912
4th Year,7b21dd51956e,what do you mean by lamport s logical clock,What do you mean by Lamport's Logical clock?,General Computer Science,4th-year.pdf,1,2830
4th Year,6c0daf1062b8,what do you mean by leadership commitment,What do you mean by Leadership Commitment?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,4000
4th Year,6adeb1e6397a,what do you mean by multiuser and multitasking operating system,What do you mean by multiuser and multitasking operating system?,Operating Systems,4th-year.pdf,1,6595
4th Year,e89109c898bb,what do you mean by one way property in hash function,(b) What do you mean by one way property in hash function?,Cryptography and Network Security,4th-year.pdf,1,7118
4th Year,d7999a488870,what do you mean by pram algorithm,What do you mean by PRAM algorithm?,General Computer Science,4th-year.pdf,1,287
4th Year,ddfcdbca38eb,what do you mean by problem of mutual exclusion os in distributed system,(a) What do you mean by problem of Mutual Exclusion OS= in distributed system?,Distributed Systems,4th-year.pdf,1,2840
4th Year,2bfd0883b3bb,what do you mean by quality charts,What do you mean by quality charts?,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,5646
4th Year,f7b2531ab9da,what do you mean by syndicating contents with rss,What do you mean by syndicating contents with RSS?,Web Technology,4th-year.pdf,1,7258
4th Year,5da122358a9b,what do you mean by system backup and recovery and how it is implemented in,What do you mean by system backup and recovery and how it is implemented in,HOBT,4th-year.pdf,1,6631
4th Year,590bff6720a9,what do you mean by the term system administrator,What do you mean by the term System Administrator?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6504
4th Year,1900b96498eb,what do you mean by traffic analysis and traffic flow security,What do you mean by traffic analysis and traffic flow security?,Cryptography and Network Security,4th-year.pdf,1,2227
4th Year,07b09c607b04,what do you mean confusion and diffusion,What do you mean confusion and diffusion?,Cryptography and Network Security,4th-year.pdf,1,2204
4th Year,7fca04aebbe6,what do you meant by client server communication,What do you meant by client server communication?,(5X4=20),4th-year.pdf,1,5109
4th Year,f432c214d50c,what do you understand by a dual signature that,What do you understand by a dual signature that,BCST-802/BITT-802,4th-year.pdf,1,7138
4th Year,90bac5dafa11,what do you understand by an activation function,What do you understand by an activation function?,Soft Computing,4th-year.pdf,1,5935
4th Year,6f8df6d7c332,what do you understand by switching design,What do you understand by Switching Design?,General Computer Science,4th-year.pdf,1,1008
4th Year,a4e258568fe8,what do you understand by training of an artificial neural network,What do you understand by training of an artificial neural network?,Computer Networks,4th-year.pdf,1,6030
4th Year,ae056fded229,what geometric shape is used in cellular system design and why,(d) What geometric shape is used in cellular system design and why ?,MOBILE COMPUTING,4th-year.pdf,1,3632
4th Year,253c5cd6e8d2,what hit rate is needed to support a processor system,What hit rate is needed to support a 20-processor system?,General Computer Science,4th-year.pdf,1,3191
4th Year,0bfcd2028dd5,what information is stored in i node,What information is stored in I-node?,General Computer Science,4th-year.pdf,1,6398
4th Year,96938ebc1420,what information is stored in inode,What information is stored in Inode ?,Operating Systems,4th-year.pdf,1,4186
4th Year,f8359e59868f,what is,What is,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4229
4th Year,2dfd2a78b24d,what is a firewall,What is a firewall?,Cryptography and Network Security,4th-year.pdf,1,2066
4th Year,0cd63336300d,what is a key distribution center,(ii)What is a Key distribution center?,Cryptography and Network Security,4th-year.pdf,1,2003
4th Year,dd5a2d5066de,what is a perceptron network,What is a perceptron network?,Computer Networks,4th-year.pdf,1,6209
4th Year,26d25d910c6a,what is a transaction,(b) What is a transaction?,Database Management System,4th-year.pdf,1,2528
4th Year,152551600dc6,what is addition multiplicative and additive inverses modulo,"(c) What is addition, multiplicative and additive inverses modulo 8?",BCST-802/BITT-802,4th-year.pdf,1,7120
4th Year,4674838d2efd,what is adhoc networks,(a) What is adhoc networks?,General Computer Science,4th-year.pdf,1,3719
4th Year,5986d6ad9309,what is amdahl s law,What is Amdahl's law?,General Computer Science,4th-year.pdf,1,734
4th Year,eaad7a43b160,what is authentication protocol,What is authentication protocol?,MB2) HOSTI,4th-year.pdf,1,2271
4th Year,130cd6d9c8d5,what is bluetooth,What is Bluetooth?,NETWORKS,4th-year.pdf,1,1483
4th Year,f6e9e54b0f9b,what is boot disk,What is boot disk?,ΤΕΘΕΙΘΕΟΣ,4th-year.pdf,1,6751
4th Year,f90a52092c77,what is cache coherence,What is cache coherence?,General Computer Science,4th-year.pdf,1,315
4th Year,fec75990a3b0,what is clustering analysis,What is clustering analysis?,Machine Learning,4th-year.pdf,1,4441
4th Year,fd4fc304a081,what is coda,(c)  What is CODA?,General Computer Science,4th-year.pdf,1,3686
4th Year,1599df4bb857,what is data warehouse,What is data warehouse?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4658
4th Year,1599df4bb857,what is data warehouse,What is data warehouse?,General Computer Science,4th-year.pdf,1,4421
4th Year,7deb29b28934,what is difference between owner trust field and key legitimacy field,What is difference between owner-trust field and key legitimacy field?,MB2) HOSTI,4th-year.pdf,1,2308
4th Year,625a7b1b86d6,what is difference between ssl connection and ssl,What is difference between SSL connection and SSL,General Computer Science,4th-year.pdf,1,2343
4th Year,41d0cbc56e41,what is digital certificate,What is digital certificate?,MB2) HOSTI,4th-year.pdf,1,2291
4th Year,61b8b284a9f7,what is fermat s theorem,(A) What is Fermat's theorem?,5 X 4,4th-year.pdf,1,2094
4th Year,a3ad8f0c44fe,what is file system,What is file system?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6500
4th Year,2089c111ef27,what is firewall,What is firewall?,Cryptography and Network Security,4th-year.pdf,1,2333
4th Year,5bb9c7d44a80,what is hacking,What is Hacking?,General Computer Science,4th-year.pdf,1,1042
4th Year,4bcf413f0e1b,what is handover,What is handover?,MOBILE COMPUTING,4th-year.pdf,1,3630
4th Year,cf18bb2981c4,what is hierarchical ip address design,(e) What is Hierarchical IP address Design?,Computer Networks,4th-year.pdf,1,1022
4th Year,d9ad8580a665,what is hybrid computing,(5 marks) (ii) What is Hybrid computing?,General Computer Science,4th-year.pdf,1,5883
4th Year,66c0e6f929ae,what is ip filtering explain with suitable example,"What is IP filtering, explain with suitable example.",Computer Networks,4th-year.pdf,1,6672
4th Year,8df49aa34f73,what is ipv routing design,What is IPv4 Routing design?,General Computer Science,4th-year.pdf,1,1012
4th Year,1f21c1788ea9,what is its effect on the pipeline clock period,What is its effect on the pipeline clock period?,ADVANCE COMPUTER ARCHITECTURE,4th-year.pdf,1,646
4th Year,0dd7935deb28,what is linux scheduler,What is LINUX Scheduler?,Operating Systems,4th-year.pdf,1,6550
4th Year,cd40c96f03b1,what is marshalling and unmarshalling,What is marshalling and unmarshalling?,(5X4=20),4th-year.pdf,1,5113
4th Year,263ba69780c5,what is meant by intrusion detection,What is meant by intrusion detection?,General Computer Science,4th-year.pdf,1,2076
4th Year,b670557d35d1,what is meant by multi user and multitasking operating system,What is meant by multi user and Multitasking operating system?,Operating Systems,4th-year.pdf,1,4180
4th Year,18ca8774da99,what is metadata,What is metadata?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4627
4th Year,23b801f2cb6e,what is midi message,What is MIDI message?,VO1230,4th-year.pdf,1,3836
4th Year,e66c0c90d286,what is mobile agent,(b) What is Mobile Agent?,Artificial Intelligence,4th-year.pdf,1,3707
4th Year,d077557a91c5,what is modular network design,What is Modular Network Design?,Computer Networks,4th-year.pdf,1,988
4th Year,76f3d5762a55,what is mounting,What is mounting?,SYSTEM ADMINISTRATION,4th-year.pdf,1,6496
4th Year,1338c0a58031,what is network design,(a) What is Network Design?,Computer Networks,4th-year.pdf,1,982
4th Year,0b51c08c5865,what is olap,What is OLAP?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4635
4th Year,4555ee7d7f88,what is online transaction processing,What is online transaction processing (OLTP)?,Database Management System,4th-year.pdf,1,4364
4th Year,5213f2edfc42,what is passphrase,What is passphrase?,MB2) HOSTI,4th-year.pdf,1,2304
4th Year,e36e25fb8405,what is process,What is process?,Operating Systems,4th-year.pdf,1,4229
4th Year,adf0dd5edde1,what is qos model,What is QoS Model?,General Computer Science,4th-year.pdf,1,1065
4th Year,41fdb9f4f095,what is reservation table,What is Reservation table?,General Computer Science,4th-year.pdf,1,339
4th Year,810a06dfdd0e,what is routing,What is Routing?,General Computer Science,4th-year.pdf,1,2363
4th Year,64bc7652683a,what is ruby,What is Ruby?,General Computer Science,4th-year.pdf,1,7284
4th Year,01b150b48995,what is safe campus design,What is SAFE Campus Design?,General Computer Science,4th-year.pdf,1,1046
4th Year,722e101f64d1,what is ssl and set,What is SSL and SET?,General Computer Science,4th-year.pdf,1,2343
4th Year,c6d3351e3900,what is steganography,What is Steganography?,Cryptography and Network Security,4th-year.pdf,1,2200
4th Year,affceff763a9,what is supervised and unsupervised learning,What is supervised and unsupervised learning?,Machine Learning,4th-year.pdf,1,4441
4th Year,e0f9eb6d17ac,what is the,What is the,LDAP?,4th-year.pdf,1,6457
4th Year,82a193f47df1,what is the adaptive resonance theory,(5 marks) (ii) What is the Adaptive Resonance Theory?,General Computer Science,4th-year.pdf,1,5868
4th Year,0527ff3da9ff,what is the difference between a b g and n,"What is the difference between 802.11a, 11b, 11g and 802.11n?",General Computer Science,4th-year.pdf,1,1146
4th Year,4cb8c9616570,what is the difference between a block and stream cipher,(ii) What is the difference between a block and stream cipher?,Cryptography and Network Security,4th-year.pdf,1,1978
4th Year,a93562e772a7,what is the difference between an ssl connection,What is the difference between an SSL connection,General Computer Science,4th-year.pdf,1,7171
4th Year,e182f48ddaaa,what is the difference between block cipher and stream cipher,What is the difference between block cipher and stream cipher?,Cryptography and Network Security,4th-year.pdf,1,2102
4th Year,6e51ffa7a90c,what is the difference between cluster computing and grid computing,What is the difference between cluster computing and grid computing?,General Computer Science,4th-year.pdf,1,3111
4th Year,26c6853d4ca8,what is the difference between init and inittab,What is the difference between init and inittab?,B.TECH.(CS/IT) (SEMESTER-VII),4th-year.pdf,1,6698
4th Year,6a7704aebb1d,what is the difference between regression and clustering,What is the difference between regression and clustering?,Machine Learning,4th-year.pdf,1,4631
4th Year,ce5d5dc853ec,what is the difference between rmi and rpc,What is the difference between RMI and RPC?,Distributed Systems,4th-year.pdf,1,5101
4th Year,314e0cb8c624,what is the difference between row,What is the difference between row,General Computer Science,4th-year.pdf,1,5489
4th Year,8d6df3263f22,what is the difference between virus and trojan horse,What is the difference between virus and trojan horse?,General Computer Science,4th-year.pdf,1,2124
4th Year,74a774a487e9,what is the difference between web servers web browser,What is the difference between web servers & web browser?,Web Technology,4th-year.pdf,1,7228
4th Year,a4af177a75c1,what is the difference between wifi and bluetooth,What is the difference between WiFi and Bluetooth?,General Computer Science,4th-year.pdf,1,1150
4th Year,81830041221f,what is the distributed system,What is the distributed system?,Distributed Systems,4th-year.pdf,1,4905
4th Year,708276c2f967,what is the function of kernel,What is the function of Kernel?,Operating Systems,4th-year.pdf,1,4199
4th Year,e498fc48feb6,what is the functionality of,What is the functionality of,HOBT,4th-year.pdf,1,6625
4th Year,dfc97d04f559,what is the functionality of export file in,What is the functionality of Export file in,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4275
4th Year,8dddfdcf07f0,what is the limitation of lamport s logical clock,What is the limitation of Lamport's Logical clock?,General Computer Science,4th-year.pdf,1,2830
4th Year,b512153e4a72,what is the maximum number of processors that can be supported by this system,(a) What is the maximum number of processors that can be supported by this system?,General Computer Science,4th-year.pdf,1,3185
4th Year,0d3fb6b44697,what is the minimum allowed constant cycle in using this pipeline,What is the minimum allowed constant cycle in using this pipeline?,General Computer Science,4th-year.pdf,1,954
4th Year,b9801ded21b1,what is the minimum average latency of the pipeline,What is the minimum average latency (MAL) of the pipeline?,General Computer Science,4th-year.pdf,1,950
4th Year,7d06137f71c9,what is the name of main configuration file name for ldap server,(d) What is the name of main configuration file name for LDAP server?,HOBT,4th-year.pdf,1,6591
4th Year,d5c6f7d62d09,what is the principle behind it,What is the principle behind it?,General Computer Science,4th-year.pdf,1,1889
4th Year,52b165c4da22,what is the principle of digitization,What is the principle of digitization?,5X4 20,4th-year.pdf,1,3794
4th Year,0b60c972370c,what is the reaction of standard tcp in case,What is the reaction of standard TCP in case,Computer Networks,4th-year.pdf,1,3666
4th Year,bdecb95ed3c3,what is the registration process of iso,What is the registration process of ISO 9000?,Operating Systems,4th-year.pdf,1,4131
4th Year,cd8f458fc6b4,what is the role of computational energy function in the discrete time hoplield network,What is the role of computational energy function in the Discrete-Time Hoplield network?,Computer Networks,4th-year.pdf,1,6005
4th Year,75405af33432,what is the role of coordinator in distributed transaction,(a) What is the role of coordinator in distributed transaction ?,Database Management System,4th-year.pdf,1,5162
4th Year,a5baaed3d624,what is the role of ip address and explain the process of assigning ip address,What is the role of IP address and explain the process of assigning IP address.,Computer Networks,4th-year.pdf,1,6668
4th Year,e55b72191876,what is the role of proxy server in firewalls,What is the role of proxy server in firewalls?,ΤΕΘΕΙΘΕΟΣ,4th-year.pdf,1,6780
4th Year,0f12c7f222eb,what is the role of quality policy for an,What is the role of Quality Policy for an,QUALITY SYSTEM AND MANAGEMENT,4th-year.pdf,1,3990
4th Year,684a2dce1a9e,what is the role of rdf in the web,What is the role of RDF in the web?,Web Technology,4th-year.pdf,1,7299
4th Year,a39183fb86ec,what is the role of system administrator,(b) What is the role of System Administrator?,"(SEM. VII) (ODD SEM.) (REG.) EXAMINATION, 2012-13 SYSTEM ADMINISTRATION",4th-year.pdf,1,4265
4th Year,554e5ec11d16,what is the structure of public key and private key,What is the structure of public key and private key?,MB2) HOSTI,4th-year.pdf,1,2300
4th Year,04f7e1fab25d,what is the use of host and network file,What is the use of host and network file?,Computer Networks,4th-year.pdf,1,4248
4th Year,6813a77e7034,what is the use of inode,What is the use of Inode?,Operating Systems,4th-year.pdf,1,4186
4th Year,83ac9796f5c9,what is the use of middleware,What is the use of Middleware ?,Distributed Systems,4th-year.pdf,1,5084
4th Year,6b9a3ef33385,what is the various control statements used in java,What is the various control statements used in Java?,[4X5 = 20],4th-year.pdf,1,7405
4th Year,6bb1fb4ffe82,what is the working principle of cellular code division multiple access what are its advantages compared to other multiple access techniques d explain the concept and importance of transmit diversity with example e define the different types of diversity in wireless communication explain how diversity improves communication reliability in fading environments f explain the different modes of wireless communication,What is the working principle of Cellular Code Division Multiple Access (CDMA)?  What are its advantages compared to other multiple access techniques? d) Explain the concept and importance of transmit diversity with example. e) Define the different types of diversity in wireless communication. Explain how  diversity improves communication reliability in fading environments. f) Explain the different modes of wireless communication.,General Computer Science,4th-year.pdf,1,7530
4th Year,32919f606b7c,what is the xml attributes,What is the XML attributes?,Web Technology,4th-year.pdf,1,7434
4th Year,72f16f3c64ee,what is the xml element,What is the XML element?,Web Technology,4th-year.pdf,1,7434
4th Year,193f3594d141,what is their use as system administrator,What is their use as system administrator.,General Computer Science,4th-year.pdf,1,6824
4th Year,f257cbb45d61,what is thread,What is thread?,General Computer Science,4th-year.pdf,1,430
4th Year,d6cd664f5667,what is time series analysis,What is time series analysis?,General Computer Science,4th-year.pdf,1,4493
4th Year,2568c6981d9e,what is use of active directory in windows,What is use of Active Directory in windows 2000 ?,Operating Systems,4th-year.pdf,1,4234
4th Year,ea98b39e393b,what is use of host and ns switch configuration file b why backup is so,What is use of host and ns switch configuration file. b) Why Backup is so,Computer Networks,4th-year.pdf,1,6449
4th Year,537a0a70065a,what is web service,(a) What is Web Service?,Web Technology,4th-year.pdf,1,7244
4th Year,6f2662ab83d5,what is wireless lan design,(a) What is Wireless LAN Design?,General Computer Science,4th-year.pdf,1,1061
4th Year,ab378fc46877,what kind of information a reservation table can provide,What kind of information a reservation table can provide?,General Computer Science,4th-year.pdf,1,339
4th Year,a1dffc4a17d8,what kind of olap tools and data mining tools in terms of overall ds dw dm architecture would you plan to support use,What kind of OLAP tools and Data Mining tools in terms of overall DS-DW-DM architecture (2-tier / 3- tier / web based etc.) would you plan to support / use.,Web Technology,4th-year.pdf,1,5368
4th Year,3ae60e51f375,what percent of the instances were correctly classified,What percent of the instances were correctly classified?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5420
4th Year,b841f22db3eb,what preprocessing methods would you employ and why,What preprocessing methods would you employ and why?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5323
4th Year,cca82e09e49b,what protocols comprise ssl,(a) What protocols comprise SSL?,General Computer Science,4th-year.pdf,1,7171
4th Year,9882ac3194de,what role does it play,What role does it play,General Computer Science,4th-year.pdf,1,110
4th Year,6b1295b756f0,what security features should i look for when buying a wireless router,(E) What Security Features Should I Look for When Buying a wireless router?,Computer Networks,4th-year.pdf,1,1134
4th Year,11560eb3717e,what the difference is between include and require,What the difference is between include and require?,[4X5 = 20],4th-year.pdf,1,7446
4th Year,a6bc670b5d15,what types of information might be,What types of information might be,Cryptography and Network Security,4th-year.pdf,1,2227
4th Year,4939e398a47f,what will be the maximum throughput of this pipeline,What will be the maximum throughput of this pipeline?,General Computer Science,4th-year.pdf,1,958
4th Year,5b50944fd776,what will be the speedup efficiency andthroughput of the,"What will be the speedup, efficiency andthroughput of the",General Computer Science,4th-year.pdf,1,521
4th Year,7575894e65c9,what will be the throughput if the minimum constant cycle is used,What will be the throughput if the minimum constant cycle is used?,General Computer Science,4th-year.pdf,1,962
4th Year,2dca43ea5a5f,what will the output of the following program,What will the output of the following program?,General Computer Science,4th-year.pdf,1,4839
4th Year,0d33f6e7ecb4,what would be the future prescription of a doctor based on patient information using c algorithm,What would be the future prescription of a doctor based on patient information using C4.5 algorithm.,General Computer Science,4th-year.pdf,1,3493
4th Year,aa268a1549c1,what would be the source of data for this application,What would be the source of data for this application?,DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5321
4th Year,c8f00d80944c,what you understand by ip filtering,(b) What you understand by IP filtering?,Computer Networks,4th-year.pdf,1,4278
4th Year,f8f9dcfdbdd2,when does,When Does,General Computer Science,4th-year.pdf,1,3029
4th Year,7b770525df88,which are the major categories of advanced optimization of cache performance,Which are the major categories of advanced optimization of cache performance?,M32) (320) HOT,4th-year.pdf,1,814
